date;category;value
2020-12-20;Компьютеры и ПО;214.2
2020-12-13;Компьютеры и ПО;-4.1
2020-12-06;Компьютеры и ПО;-4.3
2020-11-29;Компьютеры и ПО;13.5
2020-11-22;Компьютеры и ПО;3.7
2020-11-15;Компьютеры и ПО;11.8
2020-11-08;Компьютеры и ПО;4.3
2020-11-01;Компьютеры и ПО;3.4
2020-10-25;Компьютеры и ПО;-6.3
2020-10-18;Компьютеры и ПО;-7.9
2020-10-11;Компьютеры и ПО;4.6
2020-10-04;Компьютеры и ПО;-1.8
2020-09-27;Компьютеры и ПО;-7.5
2020-09-20;Компьютеры и ПО;-12.7
2020-09-13;Компьютеры и ПО;-2.2
2020-09-06;Компьютеры и ПО;-5.9
2020-08-30;Компьютеры и ПО;-13.1
2020-08-23;Компьютеры и ПО;-12.7
2020-08-16;Компьютеры и ПО;-15.1
2020-08-09;Компьютеры и ПО;-4.8
2020-08-02;Компьютеры и ПО;-8.1
2020-07-26;Компьютеры и ПО;-9.3
2020-07-19;Компьютеры и ПО;-18.3
2020-07-12;Компьютеры и ПО;-15.1
2020-07-05;Компьютеры и ПО;-9.3
2020-06-28;Компьютеры и ПО;-40.4
2020-06-21;Компьютеры и ПО;-40.3
2020-06-14;Компьютеры и ПО;-26
2020-06-07;Компьютеры и ПО;-14.2
2020-05-31;Компьютеры и ПО;-9
2020-05-24;Компьютеры и ПО;-18.7
2020-05-17;Компьютеры и ПО;-21.1
2020-05-10;Компьютеры и ПО;-10.5
2020-05-03;Компьютеры и ПО;17
2020-04-05;Компьютеры и ПО;-0.3
2020-03-29;Компьютеры и ПО;5.5
2020-03-22;Компьютеры и ПО;3.7
2020-03-15;Компьютеры и ПО;2.9
2020-03-08;Компьютеры и ПО;15.4
2020-03-01;Компьютеры и ПО;21.2
2020-02-23;Компьютеры и ПО;-1.5
2020-02-16;Компьютеры и ПО;-0.8
2020-02-09;Компьютеры и ПО;-10.6
2020-02-02;Компьютеры и ПО;-1.2
2020-01-26;Компьютеры и ПО;-4
2020-01-19;Компьютеры и ПО;-7.1
2020-01-12;Компьютеры и ПО;-5.5
2020-04-26;Компьютеры и ПО;-14.7
2020-04-19;Компьютеры и ПО;-22.5
2020-04-12;Компьютеры и ПО;-17.4
2020-04-05;Компьютеры и ПО;-0.3
2020-03-29;Компьютеры и ПО;5.5
2020-03-22;Компьютеры и ПО;3.7
2020-03-15;Компьютеры и ПО;2.9
2020-03-08;Компьютеры и ПО;15.4
2020-03-01;Компьютеры и ПО;21.2
2020-02-23;Компьютеры и ПО;-1.5
2020-02-16;Компьютеры и ПО;-0.8
2020-02-09;Компьютеры и ПО;-10.6
2020-02-02;Компьютеры и ПО;-1.2
2020-01-26;Компьютеры и ПО;-4
2020-01-19;Компьютеры и ПО;-7.1
2020-01-12;Компьютеры и ПО;-5.5
2023-06-18;Компьютеры и ПО;-4.6
2023-06-11;Компьютеры и ПО;-7.2
2023-06-04;Компьютеры и ПО;-4.1
2023-05-28;Компьютеры и ПО;-3.3
2023-05-21;Компьютеры и ПО;1.5
2023-05-14;Компьютеры и ПО;8
2023-05-07;Компьютеры и ПО;12.5
2023-04-30;Компьютеры и ПО;5.1
2023-04-23;Компьютеры и ПО;-0.5
2023-04-16;Компьютеры и ПО;-19.7
2023-04-09;Компьютеры и ПО;-28.9
2023-04-02;Компьютеры и ПО;-49.3
2023-03-26;Компьютеры и ПО;-63.8
2023-03-19;Компьютеры и ПО;-12.5
2023-03-12;Компьютеры и ПО;-5.6
2023-03-05;Компьютеры и ПО;-12.6
2023-02-26;Компьютеры и ПО;-6
2023-02-19;Компьютеры и ПО;-1.3
2023-02-12;Компьютеры и ПО;-9.9
2023-02-05;Компьютеры и ПО;-9.4
2023-01-29;Компьютеры и ПО;-13.5
2023-01-22;Компьютеры и ПО;-6.8
2023-01-15;Компьютеры и ПО;-6.6
2023-01-08;Компьютеры и ПО;3.5
2023-01-01;Компьютеры и ПО;6.7
2022-12-25;Компьютеры и ПО;0.7
2022-12-18;Компьютеры и ПО;4.1
2022-12-11;Компьютеры и ПО;-3.6
2022-12-04;Компьютеры и ПО;-5.2
2022-11-27;Компьютеры и ПО;-0.5
2022-11-20;Компьютеры и ПО;0.9
2022-11-13;Компьютеры и ПО;1.6
2022-11-06;Компьютеры и ПО;23.8
2022-10-30;Компьютеры и ПО;1.7
2022-10-23;Компьютеры и ПО;1.8
2022-10-16;Компьютеры и ПО;-3.9
2022-10-09;Компьютеры и ПО;-4.3
2022-10-02;Компьютеры и ПО;-14
2022-09-25;Компьютеры и ПО;1
2022-09-18;Компьютеры и ПО;-6.1
2022-09-11;Компьютеры и ПО;-4.6
2022-09-04;Компьютеры и ПО;-7.6
2022-08-28;Компьютеры и ПО;-12.2
2022-08-21;Компьютеры и ПО;-11.4
2022-08-14;Компьютеры и ПО;-11
2022-08-07;Компьютеры и ПО;2.3
2022-07-31;Компьютеры и ПО;-3
2022-07-24;Компьютеры и ПО;1.4
2022-07-17;Компьютеры и ПО;2.2
2022-07-10;Компьютеры и ПО;8
2022-07-03;Компьютеры и ПО;4
2022-06-26;Компьютеры и ПО;1.6
2022-06-19;Компьютеры и ПО;6
2022-06-12;Компьютеры и ПО;3.3
2022-06-05;Компьютеры и ПО;5.1
2022-05-29;Компьютеры и ПО;4.1
2022-05-22;Компьютеры и ПО;3.5
2022-05-15;Компьютеры и ПО;2.8
2022-05-08;Компьютеры и ПО;0.1
2022-05-01;Компьютеры и ПО;2.2
2022-04-24;Компьютеры и ПО;15.8
2022-04-17;Компьютеры и ПО;39.8
2022-04-10;Компьютеры и ПО;57.7
2022-04-03;Компьютеры и ПО;116
2022-03-27;Компьютеры и ПО;227.6
2022-03-20;Компьютеры и ПО;62.6
2022-03-13;Компьютеры и ПО;26.2
2022-03-06;Компьютеры и ПО;34.8
2022-02-27;Компьютеры и ПО;39.7
2022-02-20;Компьютеры и ПО;35.6
2022-02-13;Компьютеры и ПО;30.5
2022-02-06;Компьютеры и ПО;38.2
2022-01-30;Компьютеры и ПО;31.9
2022-01-23;Компьютеры и ПО;43.3
2022-01-16;Компьютеры и ПО;41.9
2022-01-09;Компьютеры и ПО;33.3
2022-01-02;Компьютеры и ПО;-11
2021-12-26;Компьютеры и ПО;-39.1
2021-12-19;Компьютеры и ПО;-56.5
2021-12-12;Компьютеры и ПО;35.1
2021-12-05;Компьютеры и ПО;21.8
2021-11-28;Компьютеры и ПО;24.4
2021-11-21;Компьютеры и ПО;18.4
2021-11-14;Компьютеры и ПО;37.5
2021-11-07;Компьютеры и ПО;15.6
2021-10-31;Компьютеры и ПО;28.5
2021-10-24;Компьютеры и ПО;32.5
2021-10-17;Компьютеры и ПО;24.5
2021-10-10;Компьютеры и ПО;39.8
2021-10-03;Компьютеры и ПО;29.4
2021-09-26;Компьютеры и ПО;26
2021-09-19;Компьютеры и ПО;35
2021-09-12;Компьютеры и ПО;21.7
2021-09-05;Компьютеры и ПО;40.6
2021-08-29;Компьютеры и ПО;26.8
2021-08-22;Компьютеры и ПО;37.9
2021-08-15;Компьютеры и ПО;40.8
2021-08-08;Компьютеры и ПО;18.5
2021-08-01;Компьютеры и ПО;39.4
2021-07-25;Компьютеры и ПО;40.1
2021-07-18;Компьютеры и ПО;29.6
2021-07-11;Компьютеры и ПО;31.6
2021-07-04;Компьютеры и ПО;21
2021-06-27;Компьютеры и ПО;34.3
2021-06-20;Компьютеры и ПО;61.2
2021-06-13;Компьютеры и ПО;51.3
2021-06-06;Компьютеры и ПО;34
2021-05-30;Компьютеры и ПО;28.7
2021-05-23;Компьютеры и ПО;38.2
2021-05-16;Компьютеры и ПО;38.2
2021-05-09;Компьютеры и ПО;38.7
2021-05-02;Компьютеры и ПО;19.2
2021-04-25;Компьютеры и ПО;26.3
2021-04-18;Компьютеры и ПО;38.7
2021-04-11;Компьютеры и ПО;30.9
2021-04-04;Компьютеры и ПО;15.7
2021-03-28;Компьютеры и ПО;-1.5
2021-03-21;Компьютеры и ПО;8.9
2021-03-14;Компьютеры и ПО;7.2
2021-03-07;Компьютеры и ПО;13.5
2021-02-28;Компьютеры и ПО;1.2
2021-02-21;Компьютеры и ПО;2.7
2021-02-14;Компьютеры и ПО;6.5
2021-02-07;Компьютеры и ПО;11.8
2021-01-31;Компьютеры и ПО;14.9
2021-01-24;Компьютеры и ПО;9.9
2021-01-17;Компьютеры и ПО;12.7
2021-01-10;Компьютеры и ПО;2
2021-01-03;Компьютеры и ПО;69.6
2020-12-27;Компьютеры и ПО;112.8
2020-12-20;Компьютеры и ПО;214.2
2020-12-13;Компьютеры и ПО;-4.1
2020-12-06;Компьютеры и ПО;-4.3
2020-11-29;Компьютеры и ПО;13.5
2020-11-22;Компьютеры и ПО;3.7
2020-11-15;Компьютеры и ПО;11.8
2020-11-08;Компьютеры и ПО;4.3
2020-11-01;Компьютеры и ПО;3.4
2020-10-25;Компьютеры и ПО;-6.3
2020-10-18;Компьютеры и ПО;-7.9
2020-10-11;Компьютеры и ПО;4.6
2020-10-04;Компьютеры и ПО;-1.8
2020-09-27;Компьютеры и ПО;-7.5
2020-09-20;Компьютеры и ПО;-12.7
2020-09-13;Компьютеры и ПО;-2.2
2020-09-06;Компьютеры и ПО;-5.9
2020-08-30;Компьютеры и ПО;-13.1
2020-08-23;Компьютеры и ПО;-12.7
2020-08-16;Компьютеры и ПО;-15.1
2020-08-09;Компьютеры и ПО;-4.8
2020-08-02;Компьютеры и ПО;-8.1
2020-07-26;Компьютеры и ПО;-9.3
2020-07-19;Компьютеры и ПО;-18.3
2020-07-12;Компьютеры и ПО;-15.1
2020-07-05;Компьютеры и ПО;-9.3
2020-06-28;Компьютеры и ПО;-40.4
2020-06-21;Компьютеры и ПО;-40.3
2020-06-14;Компьютеры и ПО;-26
2020-06-07;Компьютеры и ПО;-14.2
2020-05-31;Компьютеры и ПО;-9
2020-05-24;Компьютеры и ПО;-18.7
2020-05-17;Компьютеры и ПО;-21.1
2020-05-10;Компьютеры и ПО;-10.5
2020-05-03;Компьютеры и ПО;17
2020-04-26;Компьютеры и ПО;-14.7
2020-04-19;Компьютеры и ПО;-22.5
2020-04-12;Компьютеры и ПО;-17.4
2024-04-07;Контрактные услуги;46.1
2024-03-31;Контрактные услуги;80.4
2024-03-24;Контрактные услуги;68.3
2024-03-17;Контрактные услуги;83
2024-03-10;Контрактные услуги;58.7
2024-03-03;Контрактные услуги;94.2
2024-02-25;Контрактные услуги;79.4
2024-02-18;Контрактные услуги;78.6
2024-02-11;Контрактные услуги;71.3
2024-02-04;Контрактные услуги;84.4
2024-01-28;Контрактные услуги;72.6
2024-01-21;Контрактные услуги;66.3
2024-01-14;Контрактные услуги;52.1
2024-01-07;Контрактные услуги;20.6
2023-12-31;Контрактные услуги;81.8
2023-12-24;Контрактные услуги;82.2
2023-12-17;Контрактные услуги;83.6
2023-12-10;Контрактные услуги;75.9
